X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
82,6125,3185,147,7,4,4,2,2864,2895
82,6125,3185,147,7,5,4,2,2801,3292
79,637,343,147,7,2,4,2,4164,4559
79,637,343,147,7,3,4,2,431,3941
79,637,343,147,7,4,4,2,4274,3884
79,637,343,147,7,5,4,2,4192,4803
76,6615,4165,1225,7,2,4,2,4078,3948
76,6615,4165,1225,7,3,4,2,4015,404
76,6615,4165,1225,7,4,4,2,4057,4047
76,6615,4165,1225,7,5,4,2,4042,397
74,686,245,2205,35,2,4,2,1454,1643
74,686,245,2205,35,3,4,2,1445,1693
74,686,245,2205,35,4,4,2,1418,1699
74,686,245,2205,35,5,4,2,145,1703
71,7105,2695,2205,35,2,4,2,147,1677
71,7105,2695,2205,35,3,4,2,1466,1737
71,7105,2695,2205,35,4,4,2,144,1727
71,7105,2695,2205,35,5,4,2,1471,1751
69,735,294,2205,35,2,4,2,1475,1644
69,735,294,2205,35,3,4,2,1471,1701
69,735,294,2205,35,4,4,2,1433,1723
69,735,294,2205,35,5,4,2,1462,1722
66,7595,3185,2205,35,2,4,2,1534,1785
66,7595,3185,2205,35,3,4,2,1529,1789
66,7595,3185,2205,35,4,4,2,1509,1836
66,7595,3185,2205,35,5,4,2,153,1815
64,784,343,2205,35,2,4,2,192,2172
64,784,343,2205,35,3,4,2,1888,2207
64,784,343,2205,35,4,4,2,189,2209
64,784,343,2205,35,5,4,2,1912,2193
62,8085,3675,2205,35,2,4,2,1676,1736
62,8085,3675,2205,35,3,4,2,1723,1738
62,8085,3675,2205,35,4,4,2,1726,1686
62,8085,3675,2205,35,5,4,2,1715,1699
98,5145,294,11025,7,2,4,3,3282,3278
98,5145,294,11025,7,3,4,3,3269,3324
98,5145,294,11025,7,4,4,3,3223,3386
98,5145,294,11025,7,5,4,3,3275,34
9,5635,3185,1225,7,2,4,3,3424,3726
9,5635,3185,1225,7,3,4,3,3495,3504
9,5635,3185,1225,7,4,4,3,3505,3382
9,5635,3185,1225,7,5,4,3,3429,3331
86,588,294,147,7,2,4,3,3128,3522
86,588,294,147,7,3,4,3,3212,347
86,588,294,147,7,4,4,3,3205,3011
86,588,294,147,7,5,4,3,3184,316
82,6125,3185,147,7,2,4,3,2867,3243
82,6125,3185,147,7,3,4,3,2967,3065
82,6125,3185,147,7,4,4,3,2947,2977
82,6125,3185,147,7,5,4,3,2891,2964
79,637,343,147,7,2,4,3,4126,4644
79,637,343,147,7,3,4,3,413,4418
79,637,343,147,7,4,4,3,4249,3881
79,637,343,147,7,5,4,3,4208,3823
76,6615,4165,1225,7,2,4,3,3932,3817
76,6615,4165,1225,7,3,4,3,3984,3848
76,6615,4165,1225,7,4,4,3,3889,3966
76,6615,4165,1225,7,5,4,3,3968,401
74,686,245,2205,35,2,4,3,1397,1608
74,686,245,2205,35,3,4,3,1422,1539
74,686,245,2205,35,4,4,3,141,1657
74,686,245,2205,35,5,4,3,1378,166
71,7105,2695,2205,35,2,4,3,1407,1611
71,7105,2695,2205,35,3,4,3,1403,1547
71,7105,2695,2205,35,4,4,3,1394,167
71,7105,2695,2205,35,5,4,3,1386,161
69,735,294,2205,35,2,4,3,1432,1635
69,735,294,2205,35,3,4,3,1456,1584
69,735,294,2205,35,4,4,3,1433,1699
69,735,294,2205,35,5,4,3,1408,1702
66,7595,3185,2205,35,2,4,3,1516,1704
66,7595,3185,2205,35,3,4,3,1518,1763
66,7595,3185,2205,35,4,4,3,1472,181
66,7595,3185,2205,35,5,4,3,149,1822
64,784,343,2205,35,2,4,3,1848,2078
64,784,343,2205,35,3,4,3,1871,2072
64,784,343,2205,35,4,4,3,1848,2154
64,784,343,2205,35,5,4,3,1846,2153
62,8085,3675,2205,35,2,4,3,1647,169
62,8085,3675,2205,35,3,4,3,1635,1714
62,8085,3675,2205,35,4,4,3,1655,1656
62,8085,3675,2205,35,5,4,3,1674,16
98,5145,294,11025,7,2,4,4,3285,3295
98,5145,294,11025,7,3,4,4,3267,3306
98,5145,294,11025,7,4,4,4,3221,3395
98,5145,294,11025,7,5,4,4,3274,3388
9,5635,3185,1225,7,2,4,4,3645,3398
9,5635,3185,1225,7,3,4,4,3573,3992
9,5635,3185,1225,7,4,4,4,354,3922
9,5635,3185,1225,7,5,4,4,3657,361
86,588,294,147,7,2,4,4,3238,3153
86,588,294,147,7,3,4,4,3166,362
86,588,294,147,7,4,4,4,3215,3621
86,588,294,147,7,5,4,4,3275,31
82,6125,3185,147,7,2,4,4,2893,282
82,6125,3185,147,7,3,4,4,2805,3235
82,6125,3185,147,7,4,4,4,2864,3114
82,6125,3185,147,7,5,4,4,2952,2843
79,637,343,147,7,2,4,4,4277,3833
79,637,343,147,7,3,4,4,4173,4759
79,637,343,147,7,4,4,4,4132,4623
79,637,343,147,7,5,4,4,4296,3956
76,6615,4165,1225,7,2,4,4,4068,4036
76,6615,4165,1225,7,3,4,4,404,3967
76,6615,4165,1225,7,4,4,4,406,3985
76,6615,4165,1225,7,5,4,4,4011,4077
74,686,245,2205,35,2,4,4,1437,1661
74,686,245,2205,35,3,4,4,1448,1674
74,686,245,2205,35,4,4,4,1432,169
74,686,245,2205,35,5,4,4,1444,1732
71,7105,2695,2205,35,2,4,4,146,1685
71,7105,2695,2205,35,3,4,4,147,172
71,7105,2695,2205,35,4,4,4,1447,1723
71,7105,2695,2205,35,5,4,4,1466,1774
69,735,294,2205,35,2,4,4,1454,1681
69,735,294,2205,35,3,4,4,1462,1688
69,735,294,2205,35,4,4,4,1453,169
69,735,294,2205,35,5,4,4,1471,1739
66,7595,3185,2205,35,2,4,4,1534,1786
66,7595,3185,2205,35,3,4,4,1529,1782
66,7595,3185,2205,35,4,4,4,1509,1836
66,7595,3185,2205,35,5,4,4,153,1824
64,784,343,2205,35,2,4,4,1906,2168
64,784,343,2205,35,3,4,4,1913,2154
64,784,343,2205,35,4,4,4,19,2225
64,784,343,2205,35,5,4,4,1884,2249
62,8085,3675,2205,35,2,4,4,1644,171
62,8085,3675,2205,35,3,4,4,169,1679
62,8085,3675,2205,35,4,4,4,1694,1658
62,8085,3675,2205,35,5,4,4,1677,1679
98,5145,294,11025,7,2,4,5,3284,3288
98,5145,294,11025,7,3,4,5,3272,3323
98,5145,294,11025,7,4,4,5,3221,3376
98,5145,294,11025,7,5,4,5,3273,3401
9,5635,3185,1225,7,2,4,5,3567,3394
9,5635,3185,1225,7,3,4,5,3501,3314
9,5635,3185,1225,7,4,4,5,3472,3879
9,5635,3185,1225,7,5,4,5,3524,3727
86,588,294,147,7,2,4,5,3231,2969
86,588,294,147,7,3,4,5,3181,312
86,588,294,147,7,4,4,5,3112,3626
86,588,294,147,7,5,4,5,3206,3571
82,6125,3185,147,7,2,4,5,30,2993
82,6125,3185,147,7,3,4,5,295,2956
82,6125,3185,147,7,4,4,5,2906,3384
82,6125,3185,147,7,5,4,5,2992,3254
79,637,343,147,7,2,4,5,4211,3856
79,637,343,147,7,3,4,5,4196,377
79,637,343,147,7,4,4,5,4109,4701
79,637,343,147,7,5,4,5,4079,4487
76,6615,4165,1225,7,2,4,5,3882,3937
76,6615,4165,1225,7,3,4,5,3972,398
76,6615,4165,1225,7,4,4,5,3931,3779
76,6615,4165,1225,7,5,4,5,3986,3818
74,686,245,2205,35,2,4,5,1441,1669
74,686,245,2205,35,3,4,5,1419,1662
74,686,245,2205,35,4,4,5,1417,1694
74,686,245,2205,35,5,4,5,1439,167
71,7105,2695,2205,35,2,4,5,1243,1559
71,7105,2695,2205,35,3,4,5,1263,1458
71,7105,2695,2205,35,4,4,5,1276,1533
71,7105,2695,2205,35,5,4,5,1242,1531
69,735,294,2205,35,2,4,5,1412,1663
69,735,294,2205,35,3,4,5,1428,1587
69,735,294,2205,35,4,4,5,1437,1654
69,735,294,2205,35,5,4,5,1421,1674
66,7595,3185,2205,35,2,4,5,1496,1764
66,7595,3185,2205,35,3,4,5,1492,1779
66,7595,3185,2205,35,4,4,5,1492,1755
66,7595,3185,2205,35,5,4,5,1516,1806
64,784,343,2205,35,2,4,5,1769,2082
64,784,343,2205,35,3,4,5,1819,2021
64,784,343,2205,35,4,4,5,1816,2071
64,784,343,2205,35,5,4,5,1788,214
62,8085,3675,2205,35,2,4,5,1654,1688
62,8085,3675,2205,35,3,4,5,1644,1711
62,8085,3675,2205,35,4,4,5,1648,1661
62,8085,3675,2205,35,5,4,5,1664,1603
